Calculated using 1 exponential

Prompt data : Prompt
Decay data : q0.05

The initial parameters are:

 Shift Value = 0 ch
               0 sec
 Shift Limit = 600 ch
               3.292181E-08 sec

 T1 Estimate = 111.0101 ch
               6.091091E-09 sec

 A Free
 B1 Free

 Prompt and decay LO = 2 ch
                       1.097394E-10 sec
 Prompt and decay HI = 4096 ch
                       2.247462E-07 sec

 Background on prompt = 0.2075472
 Time calibration = 5.486969E-11 sec/ch
---------------------------------------------
The fitted parameters are:

 Hi reduced to: 3496 ch

 SHIFT = 2.680591 ch
         1.470832E-10 sec
         S.Dev = 5.093841E-12 sec

 T1 = 64.30193 ch
      3.528226E-09 sec
      S.Dev = 1.470783E-11 sec

 A  = 0.4695446
      S.Dev = 1.893519E-02

 B1 = 5.055552E-02
      [100.00 Rel.Ampl]
      S.Dev = 1.839923E-04

 CHISQ = 0.8963885
 [ 3491 degrees of freedom ]

 Chi-squared Probability =   99.99963%
 Durbin-Watson Parameter =   1.103027
 Negative residuals      =   49.44206%
 Residuals < 1 s.dev     =   81.60229%
 Residuals < 2 s.dev     =   97.48212%
 Residuals < 3 s.dev     =   98.91273%
 Residuals < 4 s.dev     =   99.14163%


Chan	Prompt	Decay	Fit	Residuals
353	6	1	0.9396939	6.030613E-02
354	3	2	0.9718834	0.7269882
355	4	1	1.08307	-0.0830698
356	4	1	1.314228	-0.3142277
357	2	3	1.456087	0.8913785
358	1	1	1.629634	-0.6296341
359	3	1	1.768706	-0.768706
360	4	1	1.821979	-0.8219794
361	2	1	1.872352	-0.8723515
362	3	1	2.005599	-1.005599
363	2	2	2.138869	-0.0981949
364	0	3	2.218227	0.4513566
365	1	2	2.31434	-0.2222717
366	1	2	2.346594	-0.2450792
367	3	1	2.330228	-1.330228
368	2	5	2.34096	1.189159
369	0	3	2.383323	0.3560384
370	7	1	2.476888	-1.476888
371	3	1	2.506634	-1.506634
372	10	2	2.58319	-0.4123777
373	6	1	2.825076	-1.825076
374	13	1	3.039013	-2.039013
375	18	5	3.423191	0.7051703
376	9	3	3.777225	-0.4487309
377	19	3	4.442425	-0.8327846
378	32	3	5.123657	-1.226094
379	27	3	5.648472	-1.529096
380	44	7	6.710639	0.1093684
381	47	4	8.117318	-2.058659
382	59	10	9.603185	0.125484
383	83	6	11.68972	-2.32282
384	106	5	14.03648	-4.041235
385	107	4	17.13511	-6.567553
386	147	9	21.36463	-4.121542
387	136	12	26.32395	-4.134968
388	118	22	31.87656	-2.10569
389	152	18	38.52367	-4.837476
390	178	26	44.40939	-3.610379
391	161	25	50.13506	-5.027012
392	187	17	57.33755	-9.783292
393	198	20	65.03941	-10.07112
394	233	31	72.45988	-7.446414
395	242	37	80.82152	-7.204213
396	254	55	89.98323	-4.717138
397	303	63	100.3323	-4.703434
398	309	54	111.0174	-7.759088
399	386	78	122.7232	-5.063902
400	450	97	136.0036	-3.960219
401	516	131	150.5066	-1.704301
402	606	144	168.4118	-2.034321
403	694	182	189.2582	-0.538012
404	818	257	213.4496	2.716602
405	822	282	241.7156	2.398902
406	945	338	274.4981	3.454049
407	932	387	311.039	3.861316
408	1007	431	349.1071	3.944644
409	1057	487	390.5478	4.370666
410	998	590	432.1011	6.500596
411	986	661	476.3488	7.182097
412	974	741	520.6696	8.094039
413	1020	768	562.1169	7.429165
414	1023	735	602.3274	4.893703
415	990	833	642.2421	6.609368
416	873	837	683.147	5.317938
417	767	925	722.9976	6.641799
418	643	966	759.2551	6.651907
419	591	953	789.3044	5.302621
420	528	945	813.3275	4.283306
421	423	1000	831.9525	5.314128
422	355	997	847.5269	4.733862
423	314	948	859.0574	2.888722
424	260	941	865.7718	2.452369
425	193	925	869.4271	1.827225
426	185	879	870.7786	0.2773021
427	137	909	869.2146	1.319598
428	103	943	865.2779	2.53098
429	77	922	860.3677	2.029752
430	70	937	853.3668	2.732179
431	53	895	844.9086	1.674372
432	50	876	835.5889	1.365366
433	26	825	825.9055	-3.152607E-02
434	30	778	815.7479	-1.353329
435	21	755	805.264	-1.829293
436	16	811	794.1923	0.5901974
437	12	745	783.2839	-1.402615
438	10	765	772.1595	-0.2588517
439	9	756	760.9737	-0.1808915
440	16	745	749.7933	-0.175612
441	9	747	738.7017	0.3036204
442	11	704	727.8586	-0.8992065
443	14	767	717.3088	1.794244
444	11	688	706.7165	-0.7135596
445	4	718	696.4031	0.80599
446	7	693	686.3027	0.2544104
447	17	691	676.1453	0.5651008
448	4	609	665.9551	-2.307936
449	8	557	656.1829	-4.202513
450	4	611	646.6935	-1.444004
451	3	626	636.9737	-0.438597
452	2	582	627.4758	-1.885034
453	5	645	617.9731	1.064181
454	5	614	608.5673	0.2192475
455	4	569	599.3204	-1.271096
456	3	538	590.3178	-2.255581
457	8	566	581.4383	-0.6489199
458	6	639	572.646	2.624924
459	2	553	564.035	-0.4692574
460	4	517	555.6945	-1.701783
461	6	493	547.3514	-2.447863
462	1	463	539.0332	-3.533563
463	3	530	530.9431	-4.096366E-02
464	3	509	522.9659	-0.6190268
465	1	490	514.9743	-1.128224
466	1	479	507.1737	-1.287291
467	2	498	499.4618	-6.550446E-02
468	2	479	491.8011	-0.584898
469	3	466	484.2745	-0.8465501
470	1	523	476.8979	2.015902
471	3	450	469.6511	-0.9263628
472	3	444	462.5182	-0.8788329
473	3	429	455.4594	-1.277472
474	3	430	448.5772	-0.8958741
475	2	432	441.8013	-0.4715653
476	1	429	435.1299	-0.295955
477	1	391	428.5456	-1.898762
478	0	394	422.0131	-1.411281
479	2	354	415.5476	-3.271217
480	3	360	409.1692	-2.591444
481	2	406	402.8909	0.1543021
482	4	323	396.7861	-4.10557
483	3	335	390.7935	-3.048326
484	0	347	384.8913	-2.034113
485	1	381	379.1321	9.569643E-02
486	1	382	373.3834	0.4408656
487	0	344	367.6414	-1.27466
488	1	351	362.0149	-0.5879331
489	2	319	356.4626	-2.097504
490	1	314	350.9818	-2.087003
491	2	303	345.6282	-2.448928
492	0	301	340.3753	-2.269553
493	0	289	335.1854	-2.71679
494	0	310	330.0811	-1.140527
495	3	300	324.9947	-1.443069
496	1	313	319.9868	-0.3949182
497	1	312	315.1006	-0.1755396
498	0	276	310.3526	-2.067786
499	2	282	305.6102	-1.405965
500	1	307	300.9283	0.3465312
501	0	290	296.3203	-0.3711415
502	0	286	291.8282	-0.3446315
503	1	293	287.359	0.3295484
504	1	246	282.932	-2.354697
505	0	283	278.5858	0.262396
506	3	279	274.3335	0.2793745
507	0	242	270.1343	-1.80854
508	0	243	266.0174	-1.476567
509	0	218	262.0142	-2.981019
510	0	255	257.9783	-0.1865066
511	0	286	254.0045	1.891932
512	0	240	250.0922	-0.6514463
513	2	264	246.2401	1.093044
514	1	264	242.4476	1.32646
515	2	211	238.742	-1.90984
516	0	257	235.1385	1.363685
517	2	241	231.5726	0.6072751
518	1	237	228.0671	0.5802566
519	0	220	224.5834	-0.3090141
520	0	228	221.1984	0.4504483
521	1	206	217.8191	-0.8234741
522	0	192	214.4651	-1.621278
523	0	197	211.1754	-1.009959
524	0	191	207.9508	-1.226517
525	0	192	204.7491	-0.920087
526	0	197	201.5968	-0.3275075
527	0	196	198.4931	-0.1780799
528	0	193	195.4373	-0.1754441
529	0	189	192.4287	-0.2494031
530	0	167	189.4665	-1.738513
531	1	199	186.5501	0.8825526
532	1	203	183.6786	1.356097
533	3	166	180.864	-1.153671
534	1	190	178.1197	0.861885
535	3	182	175.4496	0.4855491
536	1	175	172.8566	0.1620237
537	0	174	170.2677	0.2829449
538	1	169	167.7547	9.579468E-02
539	1	140	165.2001	-2.129796
540	6	153	162.6707	-0.7818273
541	1	157	160.2071	-0.2559563
542	2	149	157.8611	-0.7259296
543	2	127	155.6412	-2.541493
544	2	137	153.302	-1.392774
545	1	137	151.0328	-1.198905
546	3	157	148.7986	0.6545406
547	3	155	146.583	0.6760666
548	2	163	144.3996	1.4569
549	3	143	142.3175	5.707183E-02
550	5	166	140.2517	1.998455
551	4	154	138.1998	1.273216
552	2	141	136.2452	0.4004231
553	0	112	134.3727	-2.114021
554	2	122	132.4633	-0.9473071
555	1	140	130.4872	0.8039759
556	4	129	128.5094	4.319632E-02
557	5	119	126.6069	-0.6973209
558	1	121	124.7475	-0.3406858
559	1	106	123.0344	-1.654531
560	3	122	121.318	6.174116E-02
561	2	113	119.4926	-0.6107767
562	0	123	117.7272	0.4754328
563	4	123	116.0408	0.6274856
564	1	131	114.3182	1.4575
565	5	123	112.6216	0.9357883
566	0	120	111.032	0.8186608
567	1	89	109.4289	-2.165464
568	3	136	107.9099	2.408706
569	4	103	106.2646	-0.3216664
570	1	98	104.7032	-0.6771294
571	2	126	103.2497	2.02676
572	1	97	101.8047	-0.4878444
573	0	114	100.2963	1.283468
574	1	96	98.82918	-0.2887518
575	1	98	97.3382	6.685155E-02
